formulaRank,molecularFormula,adduct,precursorFormula,NPC#pathway,NPC#pathway Probability,NPC#superclass,NPC#superclass Probability,NPC#class,NPC#class Probability,ClassyFire#superclass,ClassyFire#superclass probability,ClassyFire#class,ClassyFire#class Probability,ClassyFire#subclass,ClassyFire#subclass Probability,ClassyFire#level 5,ClassyFire#level 5 Probability,ClassyFire#most specific class,ClassyFire#most specific class Probability,ClassyFire#all classifications,ionMass,retentionTimeInSeconds,retentionTimeInMinutes,formulaId,alignedFeatureId,mappingFeatureId,overallFeatureQuality
1,C39H75NO9,[M + H]+,C39H76NO9+,Fatty acids,1,000,Spingolipids,1,000,Neutral glycosphingolipids,0,999,Lipids and lipid-like molecules,0,997,Sphingolipids,0,972,Glycosphingolipids,0,933,,,Glycosphingolipids,0,933,Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Sphingolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Hexoses; Monosaccharides; Acetals; Secondary alcohols; Secondary carboxylic acid amides; Fatty acyl glycosides; Carbonyl compounds; Oxanes; Glycosyl compounds; Alkyl glycosides; O-glycosyl compounds; Polyols; Glycosphingolipids; Fatty acyl glycosides of mono- and disaccharides; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,702,551,850,14,171,685531025427339125,685521545468179092,5943,
1,C32H65NO3,[M + H]+,C32H66NO3+,Fatty acids,1,000,Spingolipids,1,000,Ceramides,1,000,Lipids and lipid-like molecules,0,997,Sphingolipids,0,995,Ceramides,0,999,Long-chain ceramides,0,836,Long-chain ceramides,0,836,Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Sphingolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Ceramides; Secondary alcohols; Secondary carboxylic acid amides; Long-chain ceramides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,512,504,850,14,175,685531029684558264,685521545531093662,5945,
1,C18H37NO,[M + H]+,C18H38NO+,Fatty acids,0,999,Fatty amides,0,999,Primary amides,0,999,Lipids and lipid-like molecules,0,901,Fatty Acyls,0,905,Fatty amides,0,917,,,Fatty amides,0,917,Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; Primary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,284,295,855,14,246,685531028308826429,685521545627562669,5949,
1,C36H42O11,[M + H]+,C36H43O11+,Polyketides,0,627,Triterpenoids,0,406,Depsides and depsidones,0,368,Benzenoids,0,682,,,,,,,Benzenoids,0,682,Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Lactones; Ketones; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acid esters; Carbonyl compounds; Benzenoids; Methyl esters; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,651,281,856,14,267,685531034474454296,685521545656922802,5950,
1,C8H10N4O,[M + H]+,C8H11N4O+,Alkaloids,0,936,Histidine alkaloids,0,774,Imidazole alkaloids,0,771,Organoheterocyclic compounds,0,999,Diazines,0,512,Pyrimidines and pyrimidine derivatives,0,509,,,Pyrimidines and pyrimidine derivatives,0,509,Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Azoles; Carboxylic acid amides; Carboxylic acid derivatives; Diazines; Secondary carboxylic acid amides; Carbonyl compounds; Acetamides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,179,093,857,14,290,685531035674025405,685521545719837372,5952,
1,C19H35NO3,[M + H]+,C19H36NO3+,Fatty acids,0,996,Fatty amides,0,831,Nitro fatty acids,0,252,Lipids and lipid-like molecules,0,734,Fatty Acyls,0,731,,,,,Fatty Acyls,0,731,Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,326,269,859,14,311,685531031752350572,685521545749197505,5953,
1,C36H44O11,[M + H]+,C36H45O11+,Terpenoids,0,609,Triterpenoids,0,831,Limonoids,0,791,Lipids and lipid-like molecules,0,762,Prenol lipids,0,512,Triterpenoids,0,556,Limonoids,0,715,Limonoids,0,715,Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Furans; Ketones; Alcohols and polyols; Ethers; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acid esters; Triterpenoids; Carbonyl compounds; Limonoids; Benzenoids; Methyl esters; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,653,297,860,14,334,685531039327264332,685521545778557638,5954,
1,C20H39NO,[M + H]+,C20H40NO+,Fatty acids,0,999,Fatty amides,0,999,Primary amides,0,994,Lipids and lipid-like molecules,0,860,Fatty Acyls,0,859,Fatty amides,0,870,,,Fatty amides,0,870,Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; Primary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,310,311,861,14,357,685531033610427597,685521545807917771,5955,
1,C28H39NO2,[M + H]+,C28H40NO2+,Fatty acids,0,662,Linear polyketides,0,589,Open-chain polyketides,0,673,Lipids and lipid-like molecules,0,861,Fatty Acyls,0,534,,,,,Fatty Acyls,0,534,Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Monocarboxylic acids and derivatives; Secondary alcohols; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,422,306,864,14,404,685531040312925949,685521545870832341,5957,
1,C36H38N4O5,[M + H]+,C36H39N4O5+,Alkaloids,0,971,Tryptophan alkaloids,0,125,Pyrrole alkaloids,0,010,Organoheterocyclic compounds,0,999,Tetrapyrroles and derivatives,1,000,Chlorins,0,789,,,Chlorins,0,789,Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Pyrroles; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Chlorins; Carboxylic acid derivatives; Carboxylic acid esters; Tetrapyrroles and derivatives; Carbonyl compounds; Substituted pyrroles; Methyl esters; Fatty Acyls; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,607,292,864,14,408,685531048542150702,685521545929552607,5959,
1,C18H37NO,[M + H]+,C18H38NO+,Fatty acids,0,998,Fatty amides,0,993,Primary amides,0,881,Lipids and lipid-like molecules,0,795,Fatty Acyls,0,792,Fatty amides,0,824,N-acyl amines,0,723,N-acyl amines,0,723,Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Tertiary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,284,295,865,14,415,685531040094822111,685521545900192474,5958,
1,C36H44O11,[M + H]+,C36H45O11+,Polyketides,0,872,Macrolides,0,502,Ansa macrolides,0,430,Benzenoids,0,565,,,,,,,Benzenoids,0,565,Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Ketones; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Benzenoids; Methyl esters; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,653,297,867,14,448,685531059963242756,685521545963107044,5960,
1,C28H50O6,[M + H]+,C28H51O6+,Polyketides,0,481,Linear polyketides,0,451,Open-chain polyketides,0,232,Lipids and lipid-like molecules,0,904,Fatty Acyls,0,839,Fatty acid esters,0,727,,,Fatty acid esters,0,727,Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,483,369,871,14,510,685531061695490360,685521546021827310,5962,
1,C27H50O15,[M + Na]+,C27H50NaO15+,Polyketides,0,474,Monoterpenoids,0,250,Iridoids monoterpenoids,0,141,Lipids and lipid-like molecules,0,764,Prenol lipids,0,504,,,,,Prenol lipids,0,504,Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Dialkyl ethers; Carboxylic acid esters; Cyclic alcohols and derivatives; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Polyols; Methyl esters; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,637,302,873,14,547,685531074085464924,685521546046993139,5963,
1,C35H42O9,[M + H]+,C35H43O9+,Terpenoids,0,888,Triterpenoids,0,903,Limonoids,0,905,Lipids and lipid-like molecules,0,833,Prenol lipids,0,556,Triterpenoids,0,665,Limonoids,0,819,Limonoids,0,819,Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Naphthalenes; Lactones; Furans; Ketones; Ethers; Steroids and steroid derivatives; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acid esters; Triterpenoids; Carbonyl compounds; Limonoids; Benzenoids; Methyl esters; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,607,291,877,14,624,685531100274699993,685521546168627975,5967,
1,C18H31N3O,[M + H]+,C18H32N3O+,Fatty acids,0,491,Fatty amides,0,220,Primary amides,0,189,Organic acids and derivatives,0,521,Carboxylic acids and derivatives,0,508,,,,,Carboxylic acids and derivatives,0,508,Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carbonyl compounds; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,306,254,878,14,633,685531079215098847,685521546139267842,5966,
1,C20H38O2S,[M + H]+,C20H39O2S+,Fatty acids,0,975,Fatty esters,0,346,Wax monoesters,0,168,Lipids and lipid-like molecules,0,920,Fatty Acyls,0,861,Fatty acid esters,0,655,,,Fatty acid esters,0,655,Organic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Thioethers; Carboxylic acid esters; Carbonyl compounds; Sulfenyl compounds; Methyl esters; Carbothioic S-esters; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,343,267,879,14,651,685531097598733762,685521546197988108,5968,
1,C24H38O4,[M + Na]+,C24H38NaO4+,Terpenoids,0,746,Sesquiterpenoids,0,159,Cholane steroids,0,052,Benzenoids,0,547,Benzene and substituted derivatives,0,539,Benzoic acids and derivatives,0,665,,,Benzoic acids and derivatives,0,665,Organic compounds; Lipids and lipid-like molecules; Benzoic acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Benzoyl derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acid esters; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,413,266,882,14,696,685531111901311150,685521546231542545,5969,
1,C10H7NO3,[M + H]+,C10H8NO3+,Alkaloids,0,917,Anthranilic acid alkaloids,0,264,Simple coumarins,0,063,Organoheterocyclic compounds,0,973,Benzodioxoles,0,967,,,,,Benzodioxoles,0,967,Organic compounds; Organoheterocyclic compounds; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Benzodioxoles; Organooxygen compounds; Carboxylic acid derivatives; Acetals; Benzenoids; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,190,050,882,14,698,685531118981297056,685521546260902678,5971,
1,C8H10N4O,[M + H]+,C8H11N4O+,Alkaloids,0,891,Histidine alkaloids,0,319,Imidazole alkaloids,0,317,Organoheterocyclic compounds,0,998,Diazines,0,711,Pyrimidines and pyrimidine derivatives,0,717,,,Pyrimidines and pyrimidine derivatives,0,717,Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Azoles; Carboxylic acid amides; Carboxylic acid derivatives; Diazines; Carbonyl compounds; Acetamides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,179,093,882,14,703,685531117446181630,685521546328011552,5973,
1,C8H8N4,[M + H]+,C8H9N4+,Alkaloids,0,883,Peptide alkaloids,0,125,Purine alkaloids,0,119,Organoheterocyclic compounds,0,971,Diazines,0,575,,,,,Diazines,0,575,Organic compounds; Organoheterocyclic compounds; Organonitrogen compounds; Nitriles; Azoles; Diazines; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organic cyanides; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities,161,082,882,14,703,685531118830302080,685521546365760293,5974,
1,C22H40O4,[M + Na]+,C22H40NaO4+,Fatty acids,0,978,Fatty acyls,0,622,Fatty alcohols,0,767,Lipids and lipid-like molecules,0,967,Fatty Acyls,0,934,Fatty alcohols,0,604,Long-chain fatty alcohols,0,555,Long-chain fatty alcohols,0,555,Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Fatty acid esters; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Fatty alcohols; Secondary alcohols; Fatty alcohol esters; Carbonyl compounds; Long-chain fatty alcohols; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,391,284,882,14,703,685531123385316697,685521546294457115,5972,
1,C38H72NO5P,[M + Na]+,C38H72NNaO5P+,Fatty acids,1,000,Spingolipids,1,000,Ceramides,0,942,Lipids and lipid-like molecules,0,991,Sphingolipids,0,991,Phosphosphingolipids,0,989,Phosphoceramides,0,652,Phosphoceramides,0,652,Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Sphingolipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Organic phosphoric acids and derivatives; Phosphate esters; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Phosphoethanolamines; Phosphoceramides; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Phosphosphingolipids; Alkyl phosphates; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,676,499,884,14,727,685531120222811150,685521546479006521,5980,
